ID,Source,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Body,Highest Alert,Note,Tags
102873,Proxy,Sat Mar 30 13:16:06 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCdV6cZA_GYFJEgUNkWGVTiFmMZ3h0pHEJg==?alt=proto,200,OK,72,16,Low,false,
102874,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,https://fonts.gstatic.com/s/playfairdisplay/v37/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2,200,OK,22,38340,Low,false,Comment
102875,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,3,492,Low,false,JSON
102876,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxInCV3iQsMKtO1LEgUNNDfTKxIFDdzkyiwSBQ2RYZVOIfq1tAr3g5KBEiAJbpxO9YafN7gSBQ00N9MrEgUN3OTKLCH6tbQK94OSgRIZCdV6cZA_GYFJEgUNkWGVTiH6tbQK94OSgQ==?alt=proto,200,OK,60,80,Low,false,
102877,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxJmCdghpfjbAUzPEgUNNDfTKxIFDdzkyiwSBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ2RYZVOIdZr6BUIQ5oKEiAJbpxO9YafN7gSBQ00N9MrEgUN3OTKLCHWa-gVCEOaChJRCbTmrF5B_mW2EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_IdZr6BUIQ5oKEhkJ1XpxkD8ZgUkSBQ2RYZVOIdZr6BUIQ5oK?alt=proto,200,OK,54,300,Low,false,
102878,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,16,101365,Low,false,Comment
102879,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,http://localhost:8885/logo192.png,200,OK,2,5347,Low,false,
102880,Proxy,Sat Mar 30 13:16:07 GMT 2024,GET,http://localhost:8885/favicon.ico,200,OK,1,3870,Low,false,
102881,Proxy,Sat Mar 30 13:16:07 GMT 2024,POST,"https://bam.eu01.nr-data.net/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=5737&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&hr=0&af=err,xhr,stn,ins,spa&be=165&fe=5410&dc=2222&fsh=1&perf=%7B%22timing%22:%7B%22of%22:1711804561961,%22n%22:0,%22f%22:28,%22dn%22:28,%22dne%22:28,%22c%22:32,%22s%22:34,%22ce%22:151,%22rq%22:151,%22rp%22:165,%22rpe%22:167,%22di%22:768,%22ds%22:2363,%22de%22:2387,%22dc%22:5546,%22l%22:5546,%22le%22:5575%7D,%22navigation%22:%7B%7D%7D&fp=5182&fcp=5182",200,,150,127,Low,false,
102884,Proxy,Sat Mar 30 13:16:08 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=6129&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&st=1711804561961&hr=0&fts=1711804561961&n=26&fsh=1,200,,66,36,Low,false,
102887,Proxy,Sat Mar 30 13:16:08 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=6223&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,62,24,Low,false,
102890,Proxy,Sat Mar 30 13:16:09 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,200,OK,90,2449,Low,false,
102892,Proxy,Sat Mar 30 13:16:12 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1679317318&target=OPTIMIZATION_TARGET_LANGUAGE_DETECTION,200,OK,89,265059,Medium,false,Comment
102893,Proxy,Sat Mar 30 13:16:12 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1709568210&target=OPTIMIZATION_TARGET_NOTIFICATION_PERMISSION_PREDICTIONS,200,OK,95,5139,Medium,false,
102894,Proxy,Sat Mar 30 13:16:12 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1673999601&target=OPTIMIZATION_TARGET_PAGE_VISIBILITY,200,OK,749,883094,Medium,false,Comment
102895,Proxy,Sat Mar 30 13:16:12 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=4&target=OPTIMIZATION_TARGET_PAGE_TOPICS_V2,200,OK,1022,2222106,Medium,false,Comment
102896,Proxy,Sat Mar 30 13:16:13 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1710169458&target=OPTIMIZATION_TARGET_CLIENT_SIDE_PHISHING,200,OK,192,2747168,Medium,false,Comment
102897,Proxy,Sat Mar 30 13:16:14 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1696267841&target=OPTIMIZATION_TARGET_OMNIBOX_URL_SCORING,200,OK,77,4680,Medium,false,
102898,Proxy,Sat Mar 30 13:16:14 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1691042511&target=OPTIMIZATION_TARGET_NEW_TAB_PAGE_HISTORY_CLUSTERS_MODULE_RANKING,200,OK,47,3844,Medium,false,
102899,Proxy,Sat Mar 30 13:16:14 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1689043206&target=OPTIMIZATION_TARGET_VISUAL_SEARCH_CLASSIFICATION,200,OK,122,1463571,Medium,false,Comment
102900,Proxy,Sat Mar 30 13:16:13 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1709568188&target=OPTIMIZATION_TARGET_GEOLOCATION_PERMISSION_PREDICTIONS,200,OK,1380,45164,Medium,false,Comment
102901,Proxy,Sat Mar 30 13:16:18 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=16080&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,42,24,Low,false,
102902,Proxy,Sat Mar 30 13:16:18 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=16091&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,79,24,Low,false,
102903,Proxy,Sat Mar 30 13:16:18 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=16082&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,99,24,Low,false,
102906,Proxy,Sat Mar 30 13:16:18 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=16232&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804562246&n=132&fsh=0,200,,39,36,Low,false,
102907,Proxy,Sat Mar 30 13:16:24 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIgCVKnXAHvzHGsEgUNg6hbPRIFDc5BTHoh1gCmv3nrqi0SZgnYIaX42wFMzxIFDTQ30ysSBQ3c5MosEgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNkWGVTiHWa-gVCEOaChIgCW6cTvWGnze4EgUNNDfTKxIFDdzkyiwh1mvoFQhDmgoSUQm05qxeQf5lthIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_yHWa-gVCEOaChIZCdV6cZA_GYFJEgUNkWGVTiHWa-gVCEOaCg==?alt=proto,200,OK,66,328,Low,false,
102908,Proxy,Sat Mar 30 13:16:28 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=26089&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,44,24,Low,false,
102909,Proxy,Sat Mar 30 13:16:28 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=26289&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804567143&n=243&fsh=0,200,,42,36,Low,false,
102910,Proxy,Sat Mar 30 13:16:38 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=36095&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,43,24,Low,false,
102911,Proxy,Sat Mar 30 13:16:38 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=36294&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804588252&n=295&fsh=0,200,,39,36,Low,false,
102912,Proxy,Sat Mar 30 13:16:48 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=46085&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,42,24,Low,false,
102913,Proxy,Sat Mar 30 13:16:48 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=46102&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,48,24,Low,false,
102914,Proxy,Sat Mar 30 13:16:48 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=46103&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,44,24,Low,false,
102915,Proxy,Sat Mar 30 13:16:48 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=46330&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804598256&n=569&fsh=0,200,,75,36,Low,false,
102916,Proxy,Sat Mar 30 13:16:48 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,6,492,Low,false,JSON
102917,Proxy,Sat Mar 30 13:16:48 GMT 2024,GET,http://localhost:8885/static/css/main.1d05e13a.css,200,OK,12,76680,Low,false,Comment
102918,Proxy,Sat Mar 30 13:16:49 GMT 2024,GET,http://localhost:8885/static/js/main.fd39a2f5.js.map,200,OK,117,3645688,Low,false,"Form, Script, Comment"
102919,Proxy,Sat Mar 30 13:16:50 GMT 2024,GET,http://localhost:8885/static/css/main.1d05e13a.css.map,200,OK,10,87794,Low,false,Comment
102920,Proxy,Sat Mar 30 13:16:58 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=56104&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,48,24,Low,false,
102921,Proxy,Sat Mar 30 13:16:58 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=56358&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804608302&n=250&fsh=0,200,,46,36,Low,false,
102922,Proxy,Sat Mar 30 13:17:01 GMT 2024,POST,https://update.googleapis.com/service/update2/json?cup2key=14:TkLGn-RZN_M8jT-cN2ROald8e9Ji9CNTwnenKLOIwqE&cup2hreq=12e74e7cbbc5ee7b24e6f3e8092cb25ad937eec73c44f66b6b92e68ad9295a78,200,OK,83,20025,Low,false,JSON
102926,Proxy,Sat Mar 30 13:17:01 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,36,218,Low,false,JSON
102927,Proxy,Sat Mar 30 13:17:02 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,63,218,Low,false,JSON
102928,Proxy,Sat Mar 30 13:17:02 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,59,218,Low,false,JSON
102929,Proxy,Sat Mar 30 13:17:03 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,81,218,Low,false,JSON
102930,Proxy,Sat Mar 30 13:17:03 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,57,218,Low,false,JSON
102931,Proxy,Sat Mar 30 13:17:04 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,60,218,Low,false,JSON
102932,Proxy,Sat Mar 30 13:17:04 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,61,218,Low,false,JSON
102933,Proxy,Sat Mar 30 13:17:05 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,59,218,Low,false,JSON
102934,Proxy,Sat Mar 30 13:17:06 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,56,218,Low,false,JSON
102935,Proxy,Sat Mar 30 13:17:07 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,54,218,Low,false,JSON
102936,Proxy,Sat Mar 30 13:17:08 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=66128&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,43,24,Low,false,
102937,Proxy,Sat Mar 30 13:17:08 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,59,218,Low,false,JSON
102938,Proxy,Sat Mar 30 13:17:09 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,55,218,Low,false,JSON
102939,Proxy,Sat Mar 30 13:17:10 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,60,218,Low,false,JSON
102940,Proxy,Sat Mar 30 13:17:12 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,58,218,Low,false,JSON
102941,Proxy,Sat Mar 30 13:17:12 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,58,218,Low,false,JSON
102942,Proxy,Sat Mar 30 13:17:12 GMT 2024,POST,https://update.googleapis.com/service/update2/json,200,OK,56,218,Low,false,JSON
102943,Proxy,Sat Mar 30 13:17:18 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=76138&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,47,24,Low,false,
102944,Proxy,Sat Mar 30 13:17:28 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=86141&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,74,24,Low,false,
102945,Proxy,Sat Mar 30 13:17:28 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=86364&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804618320&n=235&fsh=0,200,,72,36,Low,false,
102946,Proxy,Sat Mar 30 13:17:30 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=88778&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,42,24,Low,false,
102947,Proxy,Sat Mar 30 13:17:30 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=88798&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804563585&n=59&fsh=0,200,,87,36,Low,false,
102948,Proxy,Sat Mar 30 13:17:30 GMT 2024,POST,https://bam.eu01.nr-data.net/jserrors/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=88798&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&hr=0,200,,90,24,Low,false,
102949,Proxy,Sat Mar 30 13:17:30 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=88805&ck=0&s=12281d24e9ef453d&ref=https://localhost:8885/&ptid=2a0cd924-0001-bb45-7759-018e8f80d279&st=1711804561961&hr=0&fts=1711804650762&n=14&fsh=0,200,,84,36,Low,false,
