Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,103075,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-it-and-software-2x-v2.jpeg,200,OK,2,242,28186,Low,false,Comment
Processed,103076,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-business-2x-v2.jpeg,200,OK,2,242,27795,Low,false,
Processed,103077,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-photography-2x-v2.jpeg,200,OK,2,242,28795,Low,false,
Processed,103078,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/volkswagen-dark.svg,200,OK,2,243,1917,Low,false,
Processed,103079,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-music-2x-v2.jpeg,200,OK,5,242,37082,Low,false,
Processed,103080,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/nasdaq-dark.svg,200,OK,4,244,5296,Low,false,
Processed,103081,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/netapp-dark.svg,200,OK,2,243,2441,Low,false,
Processed,103082,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/box-dark.svg,200,OK,3,243,1603,Low,false,
Processed,103083,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/eventbrite-dark.svg,200,OK,2,244,8833,Low,false,
Processed,103084,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/instructor-2x-v3.jpeg,200,OK,7,243,98109,Low,false,Comment
Processed,103085,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/logo-ub.svg,200,OK,1,243,3087,Low,false,
Processed,103086,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/footer/logo-udemy-inverted.svg,200,OK,1,243,2043,Low,false,Comment
Processed,103087,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/ub-2x-v3.jpeg,200,OK,2,244,127179,Low,false,
Processed,103088,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8885/images/advertisement/transform-2x-v3.jpeg,200,OK,2,243,66936,Low,false,Comment
Processed,103089,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8880/api/courses?order_by=rating&sort=desc,201,Created,569,253,4914573,Low,false,"Script, Comment, JSON"
Processed,103090,Sat Mar 30 13:20:39 GMT 2024,GET,http://localhost:8880/api/courses?order_by=id&sort=desc,201,Created,607,253,4914573,Low,false,"Script, Comment, JSON"
Out of Scope,103091,Sat Mar 30 13:20:41 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103092,Sat Mar 30 13:20:41 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCcmLdcaTM2VsEgUNkWGVTiFqc-AOR6vi1Q==?alt=proto,403,Forbidden,0,130,40,,false,
Processed,103093,Sat Mar 30 13:20:41 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,22,799,101365,Low,false,Comment
Processed,103094,Sat Mar 30 13:20:41 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,7,245,492,Low,false,JSON
Out of Scope,103095,Sat Mar 30 13:20:46 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,403,Forbidden,0,130,40,,false,
Out of Scope,103096,Sat Mar 30 13:20:48 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103097,Sat Mar 30 13:20:51 GMT 2024,GET,https://fakeimg.pl/1430x810,403,Forbidden,0,130,40,,false,
Processed,103098,Sat Mar 30 13:20:54 GMT 2024,GET,http://localhost:8885/favicon.ico,200,OK,3,242,3870,Low,false,
Out of Scope,103099,Sat Mar 30 13:21:00 GMT 2024,GET,https://fakeimg.pl/1430x810,403,Forbidden,0,130,40,,false,
Processed,103100,Sat Mar 30 13:21:04 GMT 2024,GET,http://localhost:8885/logo192.png,200,OK,11,240,5347,Low,false,
Out of Scope,103101,Sat Mar 30 13:21:05 GMT 2024,POST,"https://bam.eu01.nr-data.net/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=27295&ck=0&s=3f9b8ddfd119e6d5&ref=http://localhost:8885/&hr=0&af=err,xhr,stn,ins,spa&be=24&fe=3826&dc=1639&fsh=1&perf=%7B%22timing%22:%7B%22of%22:1711804837882,%22n%22:0,%22f%22:6,%22dn%22:6,%22dne%22:6,%22c%22:6,%22ce%22:6,%22rq%22:19,%22rp%22:24,%22rpe%22:33,%22di%22:421,%22ds%22:1647,%22de%22:1663,%22dc%22:3815,%22l%22:3815,%22le%22:3850%7D,%22navigation%22:%7B%7D%7D&fp=3627&fcp=3627",403,Forbidden,0,130,40,,false,
Out of Scope,103102,Sat Mar 30 13:21:12 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103103,Sat Mar 30 13:21:37 GMT 2024,POST,https://update.googleapis.com/service/update2/json?cup2key=14:GnGJLgckuXl_N8K-gwAZwxBClN8kuX4WY2EF2OvCr0o&cup2hreq=9e0ab97ca70448c3f9c9ca064104093c159798d49795f84e82a4a67bfb677acf,403,Forbidden,0,130,40,,false,
Out of Scope,103104,Sat Mar 30 13:21:37 GMT 2024,POST,http://update.googleapis.com/service/update2/json?cup2key=14:zpGOMlsaK2lUf5bhA9wy_6kDEioXYPBBUr7k0nJANGA&cup2hreq=a13436ac7bca0255772dcf903b17387893a842ff5c4bbb8f33fe9a6132a4a48b,403,Forbidden,0,130,40,,false,
Out of Scope,103105,Sat Mar 30 13:22:19 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103106,Sat Mar 30 13:22:22 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Playfair+Display:wght@500;600;700;800&display=swap,403,Forbidden,0,130,40,,false,
Out of Scope,103107,Sat Mar 30 13:22:23 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCcmLdcaTM2VsEgUNkWGVTiFqc-AOR6vi1Q==?alt=proto,403,Forbidden,0,130,40,,false,
Processed,103108,Sat Mar 30 13:22:23 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,19,799,101365,Low,false,Comment
Out of Scope,103109,Sat Mar 30 13:22:23 GMT 2024,POST,"https://bam.eu01.nr-data.net/1/NRJS-65820cd5fb121452e7b?a=538578264&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=2509&ck=0&s=3f9b8ddfd119e6d5&ref=http://localhost:8885/&hr=0&af=err,xhr,stn,ins,spa&be=6&fe=2407&dc=2312&fsh=0&perf=%7B%22timing%22:%7B%22of%22:1711804940755,%22n%22:0,%22u%22:60,%22ue%22:60,%22f%22:2,%22dn%22:2,%22dne%22:2,%22c%22:2,%22ce%22:2,%22rq%22:3,%22rp%22:7,%22rpe%22:10,%22di%22:1782,%22ds%22:2318,%22de%22:2318,%22dc%22:2410,%22l%22:2411,%22le%22:2413%7D,%22navigation%22:%7B%7D%7D&fp=2422&fcp=2422",403,Forbidden,0,130,40,,false,
Processed,103110,Sat Mar 30 13:22:23 GMT 2024,GET,http://localhost:8880/api/courses?order_by=rating&sort=desc,201,Created,830,253,4914573,Low,false,"Script, Comment, JSON"
Processed,103111,Sat Mar 30 13:22:23 GMT 2024,GET,http://localhost:8880/api/courses?order_by=id&sort=desc,201,Created,852,253,4914573,Low,false,"Script, Comment, JSON"
Out of Scope,103112,Sat Mar 30 13:22:25 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Processed,103113,Sat Mar 30 13:22:25 GMT 2024,GET,http://localhost:8885/,200,OK,26,241,60931,Medium,false,"Script, Comment"
Processed,103114,Sat Mar 30 13:22:25 GMT 2024,GET,http://localhost:8885/static/css/main.1d05e13a.css,200,OK,32,241,76680,Low,false,Comment
Processed,103115,Sat Mar 30 13:22:25 GMT 2024,GET,http://localhost:8885/static/js/main.fd39a2f5.js,200,OK,33,256,687304,Low,false,"Script, Comment"
Out of Scope,103116,Sat Mar 30 13:22:26 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Playfair+Display:wght@500;600;700;800&display=swap,403,Forbidden,0,130,40,,false,
Out of Scope,103117,Sat Mar 30 13:22:26 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Processed,103118,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-design-2x-v2.jpeg,200,OK,18,242,28919,Low,false,
Processed,103119,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/header/header.jpg,200,OK,26,243,74950,Low,false,Comment
Processed,103120,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-marketing-2x-v2.jpeg,200,OK,11,242,28000,Low,false,
Processed,103121,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-development-2x-v2.jpeg,200,OK,11,242,28189,Low,false,Comment
Processed,103122,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-it-and-software-2x-v2.jpeg,200,OK,69,242,28186,Low,false,Comment
Processed,103123,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-business-2x-v2.jpeg,200,OK,28,242,27795,Low,false,
Processed,103124,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-music-2x-v2.jpeg,200,OK,21,242,37082,Low,false,
Processed,103125,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-photography-2x-v2.jpeg,200,OK,31,242,28795,Low,false,
Processed,103126,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-personal-development-2x-v2.jpeg,200,OK,30,242,29209,Low,false,
Processed,103127,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/nasdaq-dark.svg,200,OK,17,244,5296,Low,false,
Processed,103128,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/instructor-2x-v3.jpeg,200,OK,14,243,98109,Low,false,Comment
Processed,103129,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/volkswagen-dark.svg,200,OK,10,243,1917,Low,false,
Processed,103130,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/box-dark.svg,200,OK,8,243,1603,Low,false,
Processed,103131,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/eventbrite-dark.svg,200,OK,6,244,8833,Low,false,
Processed,103132,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/netapp-dark.svg,200,OK,10,243,2441,Low,false,
Processed,103133,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/logo-ub.svg,200,OK,7,243,3087,Low,false,
Processed,103134,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/footer/logo-udemy-inverted.svg,200,OK,6,243,2043,Low,false,Comment
Processed,103135,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/transform-2x-v3.jpeg,200,OK,6,243,66936,Low,false,Comment
Processed,103136,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8885/images/advertisement/ub-2x-v3.jpeg,200,OK,13,244,127179,Low,false,
Processed,103137,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8880/api/courses?order_by=rating&sort=desc,201,Created,1347,253,4914573,Low,false,"Script, Comment, JSON"
Processed,103138,Sat Mar 30 13:22:27 GMT 2024,GET,http://localhost:8880/api/courses?order_by=id&sort=desc,201,Created,1619,253,4914573,Low,false,"Script, Comment, JSON"
Out of Scope,103139,Sat Mar 30 13:22:29 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103140,Sat Mar 30 13:22:30 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCcmLdcaTM2VsEgUNkWGVTiFqc-AOR6vi1Q==?alt=proto,403,Forbidden,0,130,40,,false,
Processed,103141,Sat Mar 30 13:22:32 GMT 2024,GET,http://localhost:8885/favicon.ico,200,OK,118,242,3870,,false,
Processed,103142,Sat Mar 30 13:22:32 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,120,245,492,,false,
Processed,103143,Sat Mar 30 13:22:32 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,23,799,101365,Low,false,Comment
Processed,103144,Sat Mar 30 13:22:33 GMT 2024,GET,http://localhost:8885/,200,OK,18,241,60931,Medium,false,"Script, Comment"
Processed,103145,Sat Mar 30 13:22:34 GMT 2024,GET,http://localhost:8885/static/css/main.1d05e13a.css,200,OK,36,241,76680,Low,false,Comment
Processed,103146,Sat Mar 30 13:22:34 GMT 2024,GET,http://localhost:8885/static/js/main.fd39a2f5.js,200,OK,190,256,687304,Low,false,"Script, Comment"
Out of Scope,103147,Sat Mar 30 13:22:34 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103148,Sat Mar 30 13:22:34 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Playfair+Display:wght@500;600;700;800&display=swap,403,Forbidden,0,130,40,,false,
Out of Scope,103149,Sat Mar 30 13:22:34 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,403,Forbidden,0,130,40,,false,
Out of Scope,103150,Sat Mar 30 13:22:35 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103151,Sat Mar 30 13:22:35 GMT 2024,GET,https://fakeimg.pl/1430x810,403,Forbidden,0,130,40,,false,
Processed,103152,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/header/header.jpg,200,OK,86,243,74950,Low,false,Comment
Processed,103153,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-design-2x-v2.jpeg,200,OK,63,242,28919,Low,false,
Processed,103154,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-development-2x-v2.jpeg,200,OK,32,242,28189,Low,false,Comment
Processed,103155,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-personal-development-2x-v2.jpeg,200,OK,18,242,29209,Low,false,
Processed,103156,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-marketing-2x-v2.jpeg,200,OK,45,242,28000,Low,false,
Processed,103157,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-it-and-software-2x-v2.jpeg,200,OK,8,242,28186,Low,false,Comment
Processed,103158,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-photography-2x-v2.jpeg,200,OK,27,242,28795,Low,false,
Processed,103159,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-music-2x-v2.jpeg,200,OK,28,242,37082,Low,false,
Processed,103160,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-business-2x-v2.jpeg,200,OK,23,242,27795,Low,false,
Processed,103161,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/nasdaq-dark.svg,200,OK,17,244,5296,Low,false,
Processed,103162,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/instructor-2x-v3.jpeg,200,OK,41,243,98109,Low,false,Comment
Processed,103163,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/volkswagen-dark.svg,200,OK,31,243,1917,Low,false,
Processed,103164,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/box-dark.svg,200,OK,17,243,1603,Low,false,
Processed,103165,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/netapp-dark.svg,200,OK,42,243,2441,Low,false,
Processed,103166,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/eventbrite-dark.svg,200,OK,25,244,8833,Low,false,
Processed,103167,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/logo-ub.svg,200,OK,15,243,3087,Low,false,
Processed,103168,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/ub-2x-v3.jpeg,200,OK,26,244,127179,Low,false,
Processed,103169,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/footer/logo-udemy-inverted.svg,200,OK,6,243,2043,Low,false,Comment
Processed,103170,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8885/images/advertisement/transform-2x-v3.jpeg,200,OK,10,243,66936,Low,false,Comment
Out of Scope,103171,Sat Mar 30 13:22:38 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103172,Sat Mar 30 13:22:39 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103173,Sat Mar 30 13:22:39 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCcmLdcaTM2VsEgUNkWGVTiFqc-AOR6vi1Q==?alt=proto,403,Forbidden,0,130,40,,false,
Processed,103174,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8880/api/courses?order_by=id&sort=desc,201,Created,3026,253,4914573,Low,false,"Script, Comment, JSON"
Processed,103175,Sat Mar 30 13:22:36 GMT 2024,GET,http://localhost:8880/api/courses?order_by=rating&sort=desc,201,Created,2988,253,4914573,Low,false,"Script, Comment, JSON"
Out of Scope,103176,Sat Mar 30 13:22:39 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,403,Forbidden,0,130,40,,false,
Processed,103177,Sat Mar 30 13:22:40 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,47,799,101365,Low,false,Comment
Out of Scope,103178,Sat Mar 30 13:22:40 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Processed,103179,Sat Mar 30 13:22:40 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,24,245,492,Low,false,JSON
Processed,103180,Sat Mar 30 13:22:40 GMT 2024,GET,http://localhost:8885/favicon.ico,200,OK,29,242,3870,Low,false,
Processed,103181,Sat Mar 30 13:22:41 GMT 2024,GET,http://localhost:8885/,200,OK,38,241,60931,Medium,false,"Script, Comment"
Processed,103182,Sat Mar 30 13:22:41 GMT 2024,GET,http://localhost:8885/static/css/main.1d05e13a.css,200,OK,141,241,76680,Low,false,Comment
Processed,103183,Sat Mar 30 13:22:41 GMT 2024,GET,http://localhost:8885/static/js/main.fd39a2f5.js,200,OK,190,256,687304,Low,false,"Script, Comment"
Out of Scope,103184,Sat Mar 30 13:22:41 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Out of Scope,103185,Sat Mar 30 13:22:41 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Playfair+Display:wght@500;600;700;800&display=swap,403,Forbidden,0,130,40,,false,
Processed,103186,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-it-and-software-2x-v2.jpeg,200,OK,64,242,28186,Low,false,Comment
Processed,103187,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-personal-development-2x-v2.jpeg,200,OK,61,242,29209,Low,false,
Processed,103188,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-development-2x-v2.jpeg,200,OK,69,242,28189,Low,false,Comment
Processed,103189,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-marketing-2x-v2.jpeg,200,OK,70,242,28000,Low,false,
Processed,103190,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-design-2x-v2.jpeg,200,OK,68,242,28919,Low,false,
Processed,103191,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/header/header.jpg,200,OK,90,243,74950,Low,false,Comment
Processed,103192,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-business-2x-v2.jpeg,200,OK,17,242,27795,Low,false,
Processed,103193,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/nasdaq-dark.svg,200,OK,41,244,5296,Low,false,
Processed,103194,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-photography-2x-v2.jpeg,200,OK,25,242,28795,Low,false,
Processed,103195,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/volkswagen-dark.svg,200,OK,48,243,1917,Low,false,
Processed,103196,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/instructor-2x-v3.jpeg,200,OK,68,243,98109,Low,false,Comment
Processed,103197,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/top-categories/lohp-category-music-2x-v2.jpeg,200,OK,75,242,37082,Low,false,
Processed,103198,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/box-dark.svg,200,OK,9,243,1603,Low,false,
Processed,103199,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/netapp-dark.svg,200,OK,6,243,2441,Low,false,
Out of Scope,103200,Sat Mar 30 13:22:44 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Processed,103201,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/transform-2x-v3.jpeg,200,OK,41,243,66936,Low,false,Comment
Processed,103202,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/eventbrite-dark.svg,200,OK,49,244,8833,Low,false,
Processed,103203,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/footer/logo-udemy-inverted.svg,200,OK,35,243,2043,Low,false,Comment
Processed,103204,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/logo-ub.svg,200,OK,37,243,3087,Low,false,
Processed,103205,Sat Mar 30 13:22:44 GMT 2024,GET,http://localhost:8885/images/advertisement/ub-2x-v3.jpeg,200,OK,44,244,127179,Low,false,
Out of Scope,103206,Sat Mar 30 13:22:46 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIZCcmLdcaTM2VsEgUNkWGVTiFqc-AOR6vi1Q==?alt=proto,403,Forbidden,0,130,40,,false,
Processed,103207,Sat Mar 30 13:22:43 GMT 2024,GET,http://localhost:8880/api/courses?order_by=id&sort=desc,201,Created,2486,253,4914573,Low,false,"Script, Comment, JSON"
Out of Scope,103208,Sat Mar 30 13:22:46 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,403,Forbidden,0,130,40,,false,
Processed,103209,Sat Mar 30 13:22:43 GMT 2024,GET,http://localhost:8880/api/courses?order_by=rating&sort=desc,201,Created,2615,253,4914573,Low,false,"Script, Comment, JSON"
Processed,103210,Sat Mar 30 13:22:46 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,30,799,101365,Low,false,Comment
Processed,103211,Sat Mar 30 13:22:47 GMT 2024,GET,http://localhost:8885/favicon.ico,200,OK,54,242,3870,Low,false,
Processed,103212,Sat Mar 30 13:22:47 GMT 2024,GET,http://localhost:8885/manifest.json,200,OK,31,245,492,Low,false,JSON
Out of Scope,103213,Sat Mar 30 13:22:49 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,403,Forbidden,0,130,40,,false,
Out of Scope,103214,Sat Mar 30 13:22:49 GMT 2024,GET,https://fakeimg.pl/1430x810,403,Forbidden,0,130,40,,false,
