ID,Source,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Body,Highest Alert,Note,Tags
173325,Proxy,Tue Mar 26 11:42:36 GMT 2024,POST,https://optimizationguide-pa.googleapis.com/v1:GetModels?key=AIzaSyBOti4mM-6x9WDnZIjIeyEU21OpBXqWBgw,200,OK,74,2449,Low,false,
173327,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1709568210&target=OPTIMIZATION_TARGET_NOTIFICATION_PERMISSION_PREDICTIONS,200,OK,74,5139,Medium,false,
173328,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1679317318&target=OPTIMIZATION_TARGET_LANGUAGE_DETECTION,200,OK,120,265059,Medium,false,Comment
173329,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1673999601&target=OPTIMIZATION_TARGET_PAGE_VISIBILITY,200,OK,113,883094,Medium,false,Comment
173330,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=4&target=OPTIMIZATION_TARGET_PAGE_TOPICS_V2,200,OK,127,2222106,,false,
173331,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1709568188&target=OPTIMIZATION_TARGET_GEOLOCATION_PERMISSION_PREDICTIONS,200,OK,109,45164,Medium,false,Comment
173332,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1696267841&target=OPTIMIZATION_TARGET_OMNIBOX_URL_SCORING,200,OK,72,4680,,false,
173333,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1710169458&target=OPTIMIZATION_TARGET_CLIENT_SIDE_PHISHING,200,OK,143,2747168,Medium,false,Comment
173334,Proxy,Tue Mar 26 11:42:39 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1689043206&target=OPTIMIZATION_TARGET_VISUAL_SEARCH_CLASSIFICATION,200,OK,129,1463571,Medium,false,Comment
173335,Proxy,Tue Mar 26 11:42:38 GMT 2024,GET,https://optimizationguide-pa.googleapis.com/downloads?name=1691042511&target=OPTIMIZATION_TARGET_NEW_TAB_PAGE_HISTORY_CLUSTERS_MODULE_RANKING,200,OK,2894,3844,Medium,false,
173336,Proxy,Tue Mar 26 11:44:43 GMT 2024,GET,http://localhost:9990,200,OK,9,644,Medium,false,Script
